student_name,exam,first_time,prev_exam_result,challenges_faced,prep_level,school_support,teacher_impact,fail_reason,prep_strategy,subject_failed,student_category,subjects_taken,income_bracket,year,jamb_score
Student_400,WAEC,Yes,Average,Fear, ,Counseling,Positive & Negative,Lack of planning,I focus on weak areas,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2024,182
Student_401,WAEC,Yes,Good,Time management,3,nan,nan,Inadequate preparation,I had many mock exams,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2020,175
Student_402,JAMB,No,Good,Fear,5,nan,Negative,nan,I attend extra classes,Chemistry,Science,['English' 'Physics' 'Maths' 'Chemistry'],100-300,2023,198
Student_403,JAMB and WAEC,No,Good,Anxiety,5,nan,nan,Inadequate preparation,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,169
Student_404,JAMB and WAEC,Yes,Average,Time management,2,nan,nan,Procrastination,I review my notes daily,Physics,Science,['English' 'Biology' 'Physics' 'Maths'],"1,000 Upwards ",2024,289
Student_405,WAEC,No,Average,Time management,4,Extra lesson,Negative,Procrastination,I followed a routine,Literature in English,Art,['English' 'History' 'Government' 'Literature in English'],100-300,2020,224
Student_406,JAMB and WAEC,No,Bad,Anxiety,4,Extra lesson,nan,nan,I followed a routine,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2024,176
Student_407,WAEC,Yes,Bad,Time management,4,Strict supervision,Negative,Inadequate preparation,I attend extra classes,Literature in English,Art,['English' 'Literature in English' 'Government' 'CRS'],0-100,2023,200
Student_408,WAEC,No,Average,Long waiting time,5,Moral Support,Positive & Negative,Procrastination,I review my notes daily,Physics,Science,['English' 'Maths' 'Physics' 'Chemistry'],100-300,2020,226
Student_409,JAMB,Yes,Bad,Anxiety,5,Moral Support,Positive,Inadequate preparation,I followed a routine,History,Art,['English' 'CRS' 'Government' 'History'],0-100,2020,150
Student_410,WAEC,No,Bad,Long waiting time,3,Counseling,nan,Poor Time management,I attend extra classes,Biology,Science,['English' 'Biology' 'Physics' 'Chemistry'],0-100,2022,212
Student_411,JAMB,Yes,Good,Time management,1,nan,Positive,nan,I focus on weak areas,Maths,Science,['English' 'Maths' 'Physics' 'Biology'],100-300,2022,201
Student_412,JAMB and WAEC,No,Good,Anxiety,3,Counseling,nan,nan,I review my notes daily,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],"500-1,000",2024,289
Student_413,JAMB and WAEC,Yes,nan,Anxiety,4,Extra lesson,nan,nan,I had many mock exams,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Biology'],100-300,2022,249
Student_414,JAMB,Yes,Good,nan,4,nan,Negative,Lack of planning,I review my notes daily,Physics,Science,['English' 'Physics' 'Biology' 'Maths'],0-100,2022,181
Student_415,WAEC,No,Bad,Fear,5,nan,nan,Inadequate preparation,I study with a partner,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"1,000 Upwards ",2023,259
Student_416,JAMB and WAEC,No,Bad,Anxiety,5,Extra lesson,Positive & Negative,Lack of planning,I review my notes daily,History,Art,['English' 'Government' 'CRS' 'History'],0-100,2024,192
Student_417,JAMB,Yes,Average,Long waiting time,3,nan,Positive,Inadequate preparation,I practice with past questions,Physics,Science,['English' 'Maths' 'Biology' 'Physics'],0-100,2022,150
Student_418,JAMB and WAEC,Yes,Bad,Time management,4,Extra lesson,Positive & Negative,nan,I focus on weak areas,Physics,Science,['English' 'Maths' 'Physics' 'Biology'],100-300,2022,221
Student_419,JAMB,No,Good,nan,3,nan,Negative,External issues,I review my notes daily,Maths,Science,['English' 'Maths' 'Physics' 'Biology'],0-100,2023,198
Student_420,WAEC,No,Bad,Time management,3,Moral Support,Positive,Inadequate preparation,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2022,188
Student_421,JAMB,Yes,Average,Fear,3,Counseling,Negative,Inadequate preparation,I had many mock exams,Physics,Science,['English' 'Biology' 'Physics' 'Maths'],0-100,2024,204
Student_422,JAMB,No,Average,Time management,3,Extra lesson,nan,Inadequate preparation,I followed a routine,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],"500-1,000",2022,290
Student_423,WAEC,Yes,Bad,Fear,3,Strict supervision,nan,Poor Time management,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],"500-1,000",2020,294
Student_424,WAEC,No,Bad,Fear,5,nan,nan,Inadequate preparation,I had many mock exams,CRS,Art,['English' 'Government' 'Literature in English' 'CRS'],300-500,2023,226
Student_425,JAMB and WAEC,Yes,Average,Anxiety,4,Accountability partners,nan,Poor Time management,I study with a partner,Literature in English,Art,['English' 'History' 'CRS' 'Literature in English'],0-100,2022,221
Student_426,JAMB and WAEC,Yes,nan,Time management,3,Moral Support,nan,Poor Time management,I followed a routine,Economics,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],0-100,2022,229
Student_427,JAMB,Yes,Bad,Technical issues,5,Strict supervision,nan,Inadequate preparation,I study with a partner,Biology,Science,['English' 'Physics' 'Chemistry' 'Biology'],300-500,2023,225
Student_428,JAMB,Yes,Bad,Long waiting time,1,nan,Negative,Procrastination,I focus on weak areas,CRS,Art,['English' 'History' 'Literature in English' 'CRS'],0-100,2022,181
Student_429,JAMB,No,Good,Technical issues,1,nan,Positive,nan,I attend extra classes,History,Art,['English' 'History' 'Government' 'CRS'],"1,000 Upwards ",2024,302
Student_430,WAEC,Yes,Good,Fear,4,nan,nan,External issues,I attend extra classes,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2021,209
Student_431,WAEC,No,Average,Long waiting time,3,nan,nan,nan,I followed a routine,Economics,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],300-500,2022,278
Student_432,WAEC,No,nan,Fear,3,nan,nan,nan,I practice with past questions,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],"500-1,000",2021,238
Student_433,WAEC,Yes,Average,nan,5,Mock exams,nan,Inadequate preparation,I review my notes daily,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],100-300,2023,226
Student_434,JAMB,Yes,Good,Technical issues,3,Extra lesson,Negative,nan,I followed a routine,Literature in English,Art,['English' 'Government' 'CRS' 'Literature in English'],100-300,2023,211
Student_435,WAEC,Yes,Bad,nan,3,Moral Support,Positive,Poor Time management,I study with a partner,Accounting,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2024,228
Student_436,JAMB,Yes,Good,Long waiting time,3,nan,Positive & Negative,nan,I followed a routine,Literature in English,Art,['English' 'History' 'CRS' 'Literature in English'],300-500,2020,187
Student_437,WAEC,No,nan,Fear,2,nan,nan,nan,I had many mock exams,History,Art,['English' 'Government' 'CRS' 'History'],0-100,2023,192
Student_438,JAMB and WAEC,Yes,Average,Anxiety,3,nan,Positive,Procrastination,I review my notes daily,Economics,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2022,250
Student_439,WAEC,No,Good,Fear,4,Counseling,nan,Procrastination,I followed a routine,Government,Art,['English' 'History' 'CRS' 'Government'],300-500,2023,213
Student_440,JAMB and WAEC,No,nan,Other commitments,3,nan,nan,External issues,I had many mock exams,Biology,Science,['English' 'Maths' 'Physics' 'Biology'],0-100,2024,166
Student_441,JAMB,Yes,Good,Time management,5,Mock exams,Positive,Poor Time management,I practice with past questions,Maths,Science,['English' 'Maths' 'Physics' 'Biology'],0-100,2021,183
Student_442,WAEC,Yes,Good,Lack of time due to chores/work,4,Mock exams,Positive & Negative,Inadequate preparation,I review my notes daily,Physics,Science,['English' 'Chemistry' 'Biology' 'Physics'],100-300,2021,222
Student_443,JAMB,No,nan,Time management, ,Moral Support,Positive & Negative,Procrastination,I attend extra classes,Physics,Science,['English' 'Physics' 'Chemistry' 'Biology'],100-300,2022,225
Student_444,WAEC,Yes,Good,Other commitments,3,Mock exams,Positive,Lack of planning,I followed a routine,Chemistry,Science,['English' 'Chemistry' 'Biology' 'Maths'],"500-1,000",2021,289
Student_445,JAMB,Yes,Bad,Time management,3,nan,nan,nan,I had many mock exams,Literature in English,Art,['English' 'CRS' 'Literature in English' 'Government'],0-100,2023,215
Student_446,WAEC,No,nan,nan, ,Moral Support,nan,Inadequate preparation,I focus on weak areas,Physics,Science,['English' 'Physics' 'Maths' 'Chemistry'],"1,000 Upwards ",2024,271
Student_447,WAEC,Yes,Average,Time management,1,Strict supervision,nan,Poor Time management,I practice with past questions,Literature in English,Art,['English' 'CRS' 'Government' 'Literature in English'],0-100,2022,212
Student_448,JAMB,Yes,Average,Fear,3,nan,Negative,Procrastination,I review my notes daily,History,Art,['English' 'Literature in English' 'History' 'CRS'],"500-1,000",2020,238
Student_449,JAMB,Yes,Average,Anxiety,4,Strict supervision,Positive,Inadequate preparation,Used additional resources,Biology,Science,['English' 'Biology' 'Maths' 'Physics'],300-500,2023,224
Student_450,JAMB,No,Bad,Anxiety,3,nan,Positive & Negative,Poor Time management,I attend extra classes,Government,Art,['English' 'History' 'CRS' 'Government'],"1,000 Upwards ",2020,271
Student_451,WAEC,Yes,Good,No guardian/supervisor,2,nan,Positive & Negative,Inadequate preparation,I attend extra classes,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2023,196
Student_452,JAMB and WAEC,No,Bad,Long waiting time,5,nan,Positive & Negative,nan,I put away other commitments,Biology,Science,['English' 'Chemistry' 'Biology' 'Maths'],"500-1,000",2023,255
Student_453,JAMB and WAEC,Yes,Average,Time management,4,nan,nan,Lack of planning,I had many mock exams,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],100-300,2022,243
Student_454,JAMB,No,Bad,Time management,5,Moral Support,nan,Poor Time management,I had many mock exams,Biology,Science,['English' 'Biology' 'Physics' 'Chemistry'],0-100,2024,212
Student_455,WAEC,Yes,Bad,nan,4,Counseling,nan,Inadequate preparation,I had many mock exams,Chemistry,Science,['English' 'Chemistry' 'Physics' 'Maths'],"500-1,000",2024,244
Student_456,JAMB,Yes,Bad,Long waiting time,5,Mock exams,Positive,Inadequate preparation,I review my notes daily,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2023,217
Student_457,WAEC,Yes,Good,Anxiety,5,nan,nan,Poor Time management,I focus on weak areas,Commerce,Commercial,['English' 'Economics' 'Commerce' 'Accounting'],300-500,2023,266
Student_458,JAMB and WAEC,Yes,Good,Lack of time due to chores/work,4,Moral Support,Positive,Procrastination,I attend extra classes,Maths,Science,['English' 'Physics' 'Biology' 'Maths'],0-100,2023,210
Student_459,JAMB,Yes,nan,Fear,4,Accountability partners,Negative,nan,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],300-500,2020,235
Student_460,WAEC,Yes,Average,nan,3,Mock exams,nan,Poor Time management,I followed a routine,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2023,235
Student_461,JAMB and WAEC,Yes,Good,Other commitments,4,Moral Support,nan,Lack of planning,I focus on weak areas,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],300-500,2023,238
Student_462,WAEC,Yes,Average,nan,2,Extra lesson,nan,Poor Time management,I review my notes daily,Accounting,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],100-300,2020,182
Student_463,JAMB,No,Bad,Long waiting time,3,Extra lesson,Negative,Lack of planning,I put away other commitments,Maths,Science,['English' 'Maths' 'Physics' 'Biology'],100-300,2023,263
Student_464,JAMB and WAEC,Yes,Good,Long waiting time,3,Mock exams,nan,Inadequate preparation,I followed a routine,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2024,185
Student_465,WAEC,No,Bad,Fear,1,nan,nan,Poor Time management,I review my notes daily,History,Art,['English' 'History' 'Literature in English' 'Government'],0-100,2020,211
Student_466,WAEC,No,Average,Time management,4,Moral Support,Positive,Poor Time management,I followed a routine,Biology,Science,['English' 'Chemistry' 'Physics' 'Biology'],0-100,2020,222
Student_467,WAEC,No,Bad,Long waiting time,5,Strict supervision,Positive & Negative,Procrastination,I review my notes daily,History,Art,['English' 'Literature in English' 'Government' 'History'],100-300,2024,213
Student_468,JAMB,Yes,nan,Long waiting time,5,nan,nan,Poor Time management,I followed a routine,Biology,Science,['English' 'Chemistry' 'Biology' 'Physics'],"500-1,000",2022,286
Student_469,JAMB,Yes,Bad,Other commitments,3,nan,Positive,Inadequate preparation,I review my notes daily,Physics,Science,['English' 'Maths' 'Physics' 'Biology'],100-300,2023,193
Student_470,WAEC,Yes,Average,Time management,3,Moral Support,nan,Inadequate preparation,Used additional resources,Government,Art,['English' 'Government' 'Literature in English' 'History'],"500-1,000",2022,222
Student_471,JAMB and WAEC,No,Average,nan,3,Strict supervision,nan,Procrastination,I review my notes daily,Economics,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],"500-1,000",2020,259
Student_472,WAEC,No,Good,Anxiety,3,Counseling,Negative,nan,I study with a partner,Literature in English,Art,['English' 'History' 'CRS' 'Literature in English'],100-300,2022,225
Student_473,WAEC,Yes,nan,Anxiety,5,Moral Support,nan,Lack of planning,I study with a partner,Chemistry,Science,['English' 'Physics' 'Chemistry' 'Biology'],0-100,2023,195
Student_474,JAMB,Yes,Bad,Subject difficulty,2,Accountability partners,nan,Poor Time management,I review my notes daily,Maths,Science,['English' 'Biology' 'Maths' 'Chemistry'],"1,000 Upwards ",2022,256
Student_475,JAMB and WAEC,No,Bad,Anxiety,4,Extra lesson,nan,nan,I followed a routine,Literature in English,Art,['English' 'Literature in English' 'Government' 'CRS'],100-300,2022,205
Student_476,JAMB and WAEC,Yes,nan,Anxiety,3,Accountability partners,Positive,Inadequate preparation,I focus on weak areas,Commerce,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],100-300,2020,224
Student_477,WAEC,No,Bad,Long waiting time,4,Mock exams,nan,Inadequate preparation,I review my notes daily,Chemistry,Science,['English' 'Maths' 'Biology' 'Chemistry'],"500-1,000",2023,298
Student_478,JAMB and WAEC,Yes,Bad,Fear,5,Mock exams,Positive & Negative,External issues,Used additional resources,Chemistry,Science,['English' 'Biology' 'Chemistry' 'Maths'],300-500,2023,254
Student_479,JAMB,Yes,Average,Long waiting time,2,Extra lesson,nan,Procrastination,I study with a partner,Chemistry,Science,['English' 'Chemistry' 'Maths' 'Biology'],300-500,2023,212
Student_480,JAMB,No,Average,Time management,4,Moral Support,Positive,Poor Time management,I followed a routine,CRS,Art,['English' 'Literature in English' 'CRS' 'Government'],300-500,2021,257
Student_481,WAEC,Yes,Bad,Fear,4,Extra lesson,Positive,Inadequate preparation,I focus on weak areas,History,Art,['English' 'History' 'CRS' 'Literature in English'],0-100,2023,170
Student_482,JAMB,Yes,nan,nan,3,Mock exams,Positive,Procrastination,I focus on weak areas,Commerce,Commercial,['English' 'Commerce' 'Accounting' 'Economics'],0-100,2020,176
Student_483,JAMB and WAEC,No,Average,Anxiety,4,Counseling,nan,Poor Time management,I study with a partner,Accounting,Commercial,['English' 'Accounting' 'Commerce' 'Economics'],0-100,2020,169
Student_484,JAMB,Yes,nan,Time management, ,Mock exams,nan,Inadequate preparation,I review my notes daily,Commerce,Commercial,['English' 'Accounting' 'Economics' 'Commerce'],0-100,2021,216
Student_485,JAMB,Yes,Bad,Fear,1,nan,nan,Lack of planning,I study with a partner,CRS,Art,['English' 'CRS' 'Literature in English' 'History'],"500-1,000",2024,245
Student_486,JAMB and WAEC,No,Good,nan,3,nan,Positive & Negative,Inadequate preparation,I attend extra classes,Accounting,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],0-100,2021,243
Student_487,JAMB,Yes,Bad,Time management,2,Strict supervision,nan,nan,I focus on weak areas,Commerce,Commercial,['English' 'Commerce' 'Economics' 'Accounting'],100-300,2022,210
Student_488,JAMB,Yes,nan,Long waiting time,5,nan,nan,Procrastination,I focus on weak areas,Government,Art,['English' 'Literature in English' 'Government' 'History'],0-100,2020,196
Student_489,JAMB,Yes,nan,No guardian/supervisor,4,nan,Positive & Negative,Inadequate preparation,I focus on weak areas,History,Art,['English' 'History' 'CRS' 'Literature in English'],"500-1,000",2023,260
Student_490,JAMB,Yes,Average,Fear,4,nan,Positive,Procrastination,I had many mock exams,Accounting,Commercial,['English' 'Economics' 'Accounting' 'Commerce'],0-100,2024,174
